['701', 'describe', 'history', 'oil', 'industry'] GX272-04-9612328.txt
['749', 'people', 'puerto', 'rico', 'state'] GX004-56-8891084.txt
['749', 'people', 'puerto', 'rico', 'state'] GX088-80-6633992.txt
['749', 'people', 'puerto', 'rico', 'state'] GX000-60-10029828.txt
['749', 'people', 'puerto', 'rico', 'state'] GX004-76-11859934.txt
['749', 'people', 'puerto', 'rico', 'state'] GX116-73-3178363.txt
['749', 'people', 'puerto', 'rico', 'state'] GX256-61-13295069.txt
['749', 'people', 'puerto', 'rico', 'state'] GX185-34-8765846.txt
['749', 'people', 'puerto', 'rico', 'state'] GX255-68-11048911.txt
['749', 'people', 'puerto', 'rico', 'state'] GX004-27-4737115.txt
['749', 'people', 'puerto', 'rico', 'state'] GX256-02-7602244.txt
['749', 'people', 'puerto', 'rico', 'state'] GX037-74-6961012.txt
['749', 'people', 'puerto', 'rico', 'state'] GX011-93-2275298.txt
['749', 'people', 'puerto', 'rico', 'state'] GX000-75-6612197.txt
['749', 'people', 'puerto', 'rico', 'state'] GX243-52-14081007.txt
['749', 'people', 'puerto', 'rico', 'state'] GX270-52-6903246.txt
['749', 'people', 'puerto', 'rico', 'state'] GX015-59-0959338.txt
['749', 'people', 'puerto', 'rico', 'state'] GX257-12-7313788.txt
['749', 'people', 'puerto', 'rico', 'state'] GX072-87-12988130.txt
['749', 'people', 'puerto', 'rico', 'state'] GX085-52-8905384.txt
['749', 'people', 'puerto', 'rico', 'state'] GX229-63-10299796.txt
['749', 'people', 'puerto', 'rico', 'state'] GX004-68-5880898.txt
['749', 'people', 'puerto', 'rico', 'state'] GX039-42-8013589.txt
['749', 'people', 'puerto', 'rico', 'state'] GX265-01-0529501.txt
['749', 'people', 'puerto', 'rico', 'state'] GX271-30-10637840.txt
['749', 'people', 'puerto', 'rico', 'state'] GX008-29-13877144.txt
['749', 'people', 'puerto', 'rico', 'state'] GX036-43-7999916.txt
['749', 'people', 'puerto', 'rico', 'state'] GX255-61-1354136.txt
['749', 'people', 'puerto', 'rico', 'state'] GX005-18-11635533.txt
['750', 'senator', 'john', 'edwards', 'positions', 'womens', 'issues', 'pay', 'equity', 'abortion', 'title', 'ix', 'violence', 'women'] GX271-80-2290494.txt
['750', 'senator', 'john', 'edwards', 'positions', 'womens', 'issues', 'pay', 'equity', 'abortion', 'title', 'ix', 'violence', 'women'] GX062-50-7064386.txt
['750', 'senator', 'john', 'edwards', 'positions', 'womens', 'issues', 'pay', 'equity', 'abortion', 'title', 'ix', 'violence', 'women'] GX267-71-9676324.txt
['751', 'give', 'information', 'scrabble', 'players', 'scrabble', 'played', 'popular'] GX265-75-7264235.txt
['751', 'give', 'information', 'scrabble', 'players', 'scrabble', 'played', 'popular'] GX268-43-6949758.txt
['751', 'give', 'information', 'scrabble', 'players', 'scrabble', 'played', 'popular'] GX271-73-16521070.txt
['751', 'give', 'information', 'scrabble', 'players', 'scrabble', 'played', 'popular'] GX229-34-12927559.txt
['751', 'give', 'information', 'scrabble', 'players', 'scrabble', 'played', 'popular'] GX239-16-8252202.txt
['751', 'give', 'information', 'scrabble', 'players', 'scrabble', 'played', 'popular'] GX228-98-14789552.txt
['751', 'give', 'information', 'scrabble', 'players', 'scrabble', 'played', 'popular'] GX022-84-5952064.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX252-83-8089510.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX268-44-14627838.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX101-78-13528786.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX251-01-16552332.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX251-03-1726839.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX228-41-9010517.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX239-50-7698871.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX255-12-5994883.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX242-05-6128950.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX271-69-0257817.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX260-85-12381760.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX141-69-12102738.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX065-03-15338329.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX051-08-2365574.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX229-04-9409579.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX268-44-1955857.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX243-03-12376037.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX034-61-5088345.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX251-01-15241268.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX243-45-3575888.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX018-24-8289999.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX238-16-15902128.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX244-28-8126678.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX238-05-2539142.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX161-74-16296775.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX145-35-1995661.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX234-75-12342106.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX031-85-0001090.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX028-92-1505973.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX251-29-13054955.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX051-18-4919606.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX233-87-12892048.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX236-47-14752804.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX003-17-1828169.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX230-96-10317801.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX027-16-1696240.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX233-97-8600612.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX254-48-14265756.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX066-68-11598655.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX010-38-12838450.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX262-68-4979316.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX066-80-1635502.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX249-24-2431334.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX256-79-0365749.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX244-25-0572465.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX260-69-14487561.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX260-52-8080571.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX251-93-6188233.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX145-64-12702817.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX022-09-8193718.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX237-60-9963809.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX141-68-0151380.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX264-30-10432142.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX150-59-2263943.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX235-00-11952477.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX251-49-9297523.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX261-76-12631461.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX257-13-8853002.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX013-43-14423914.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX084-11-2116200.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX250-33-13201260.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX269-48-7714671.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX241-52-11993656.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX272-60-11033350.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX184-99-15143494.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX270-68-7811898.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX267-73-6648868.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX271-90-6349719.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX269-26-14945333.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX230-85-6655296.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX005-24-16635121.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX260-42-13043086.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX066-81-0413195.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX062-93-5068372.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX004-75-0648415.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX069-06-15070144.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX009-25-8099699.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX191-00-0507161.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX262-48-16511750.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX272-26-3308074.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX252-95-7775147.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX254-03-0585445.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX234-97-6393069.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX234-72-11028314.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX149-51-10251581.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX261-43-13881231.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX243-32-1952157.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX261-03-9419964.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX270-68-1550072.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX044-52-7492655.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX010-40-4240393.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX271-36-1182114.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX231-11-16749620.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX262-70-3482225.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX263-75-12209490.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX255-34-4319229.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX263-64-12568854.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX260-46-8634545.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX251-22-0184982.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX262-16-6201074.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX142-16-4980613.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX056-45-15695379.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX259-90-14713875.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX262-63-16365379.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX270-83-7497740.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX270-60-10681361.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX235-03-16342569.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX229-95-8882853.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX018-97-0433365.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX241-58-8773705.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX252-88-12567862.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX190-91-12201137.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX232-78-0890114.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX236-55-14832929.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX265-12-14623521.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX256-29-1611571.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX261-20-9796539.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX262-49-6038420.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX268-44-16055966.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX259-02-13424543.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX141-76-2021254.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX242-85-9310576.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX238-77-8962214.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX232-21-4763360.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX251-30-9133269.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX259-40-12788078.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX260-76-2578705.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX253-51-2244685.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX260-91-9377046.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX237-32-13878806.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX245-63-6748533.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX063-02-13230837.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX076-41-14329726.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX003-83-5645258.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX050-70-12938120.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX141-69-7086314.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX258-10-15854557.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX257-05-8953599.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX113-31-10932769.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX239-03-12845076.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX242-95-11048066.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX250-33-4540077.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX272-36-14479646.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX229-72-3327057.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX272-32-3281443.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX236-12-10206301.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX267-23-14101746.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX153-10-9318102.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX256-23-1748316.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX264-34-1832360.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX260-94-10890732.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX255-59-7437627.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX236-50-13403614.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX056-56-16099426.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX149-25-5533709.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX261-87-10785018.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX145-60-6379736.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX141-68-4435418.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX150-70-9367230.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX263-52-7604187.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX270-52-6903246.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX255-06-7601569.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX121-67-1644408.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX257-15-13475349.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX261-16-9629408.txt
['752', 'dams', 'removed', 'environmental', 'impact'] GX056-20-8440322.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX265-81-6482285.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX270-12-6978248.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX230-47-11769796.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX058-21-0044283.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX243-37-9114283.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX269-88-12713736.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX268-29-12847458.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX268-43-6949758.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX239-01-8714928.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX265-17-5156200.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX055-59-12790910.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX034-83-5830375.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX242-91-11305226.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX026-94-3151922.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX270-92-9867965.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX006-52-4527411.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX020-68-0724671.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX251-07-0772932.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX269-52-12630736.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX013-07-10794300.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX256-68-4996223.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX000-16-0145015.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX259-98-1573821.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX264-07-15224141.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX252-36-1084970.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX251-09-15641167.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX266-19-8693927.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX264-99-6015005.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX271-31-16667465.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX264-88-5622914.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX259-13-10682905.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX257-31-4296541.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX042-63-0849782.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX267-35-10021518.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX266-77-14425785.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX247-14-11463530.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX259-11-8762140.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX229-93-12331805.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX264-50-6421919.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX243-41-4063227.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX015-80-5577428.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX045-82-6771907.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX063-59-15996259.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX038-61-12270163.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX268-19-0890702.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX263-57-5703493.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX270-41-14981797.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX268-83-7421067.txt
['753', 'programs', 'schools', 'prevent', 'bullying', 'students'] GX266-31-12022115.txt
['755', 'history', 'location', 'scottish', 'highland', 'games', 'united', 'states'] GX010-72-9415152.txt
['755', 'history', 'location', 'scottish', 'highland', 'games', 'united', 'states'] GX026-69-0425787.txt
['755', 'history', 'location', 'scottish', 'highland', 'games', 'united', 'states'] GX007-11-9323667.txt
['755', 'history', 'location', 'scottish', 'highland', 'games', 'united', 'states'] GX035-98-0922469.txt
['755', 'history', 'location', 'scottish', 'highland', 'games', 'united', 'states'] GX261-93-2641588.txt
['755', 'history', 'location', 'scottish', 'highland', 'games', 'united', 'states'] GX231-11-16749620.txt
['755', 'history', 'location', 'scottish', 'highland', 'games', 'united', 'states'] GX267-99-5484519.txt
['757', 'show', 'examples', 'murals'] GX243-37-9114283.txt
['757', 'show', 'examples', 'murals'] GX058-21-0044283.txt
['757', 'show', 'examples', 'murals'] GX023-21-4679579.txt
['757', 'show', 'examples', 'murals'] GX261-98-8902573.txt
['757', 'show', 'examples', 'murals'] GX234-98-6093877.txt
['757', 'show', 'examples', 'murals'] GX268-43-6949758.txt
['757', 'show', 'examples', 'murals'] GX059-28-7601493.txt
['757', 'show', 'examples', 'murals'] GX012-89-1164035.txt
['757', 'show', 'examples', 'murals'] GX031-91-10107226.txt
['757', 'show', 'examples', 'murals'] GX272-36-14479646.txt
['757', 'show', 'examples', 'murals'] GX268-74-3568916.txt
['757', 'show', 'examples', 'murals'] GX237-21-5568174.txt
['757', 'show', 'examples', 'murals'] GX009-80-16760029.txt
['757', 'show', 'examples', 'murals'] GX261-11-3967086.txt
['757', 'show', 'examples', 'murals'] GX263-91-12122725.txt
['757', 'show', 'examples', 'murals'] GX265-13-8094441.txt
['757', 'show', 'examples', 'murals'] GX239-05-1612836.txt
['757', 'show', 'examples', 'murals'] GX236-42-3719136.txt
['757', 'show', 'examples', 'murals'] GX230-77-6765623.txt
['757', 'show', 'examples', 'murals'] GX236-55-14832929.txt
['757', 'show', 'examples', 'murals'] GX019-11-13662495.txt
['757', 'show', 'examples', 'murals'] GX251-09-15641167.txt
['757', 'show', 'examples', 'murals'] GX033-56-2288925.txt
['757', 'show', 'examples', 'murals'] GX031-90-12008400.txt
['757', 'show', 'examples', 'murals'] GX230-68-11033416.txt
['757', 'show', 'examples', 'murals'] GX240-55-7796098.txt
['757', 'show', 'examples', 'murals'] GX073-62-15963317.txt
['757', 'show', 'examples', 'murals'] GX263-52-7604187.txt
['757', 'show', 'examples', 'murals'] GX238-91-11587140.txt
['757', 'show', 'examples', 'murals'] GX259-11-8762140.txt
['757', 'show', 'examples', 'murals'] GX234-92-9860161.txt
['757', 'show', 'examples', 'murals'] GX000-88-5542873.txt
['757', 'show', 'examples', 'murals'] GX031-10-0320456.txt
['757', 'show', 'examples', 'murals'] GX261-16-9629408.txt
['757', 'show', 'examples', 'murals'] GX031-60-2142232.txt
['757', 'show', 'examples', 'murals'] GX043-90-5066152.txt
['757', 'show', 'examples', 'murals'] GX022-73-7627914.txt
['760', 'statistics', 'regarding', 'american', 'muslims', 'mosques', 'schools'] GX016-59-14190801.txt
['760', 'statistics', 'regarding', 'american', 'muslims', 'mosques', 'schools'] GX044-44-10533231.txt
['760', 'statistics', 'regarding', 'american', 'muslims', 'mosques', 'schools'] GX050-97-10618975.txt
['760', 'statistics', 'regarding', 'american', 'muslims', 'mosques', 'schools'] GX062-45-7421279.txt
['760', 'statistics', 'regarding', 'american', 'muslims', 'mosques', 'schools'] GX020-91-7372373.txt
['760', 'statistics', 'regarding', 'american', 'muslims', 'mosques', 'schools'] GX017-14-16445432.txt
['760', 'statistics', 'regarding', 'american', 'muslims', 'mosques', 'schools'] GX052-38-12005296.txt
['760', 'statistics', 'regarding', 'american', 'muslims', 'mosques', 'schools'] GX068-78-2137752.txt
['760', 'statistics', 'regarding', 'american', 'muslims', 'mosques', 'schools'] GX230-14-13301582.txt
['760', 'statistics', 'regarding', 'american', 'muslims', 'mosques', 'schools'] GX026-69-12728019.txt
['760', 'statistics', 'regarding', 'american', 'muslims', 'mosques', 'schools'] GX016-49-16607000.txt
['760', 'statistics', 'regarding', 'american', 'muslims', 'mosques', 'schools'] GX016-04-1437459.txt
['760', 'statistics', 'regarding', 'american', 'muslims', 'mosques', 'schools'] GX243-35-11861587.txt
['761', 'describe', 'problems', 'faced', 'hmong', 'immigrants', 'united', 'states'] GX262-22-16536810.txt
['761', 'describe', 'problems', 'faced', 'hmong', 'immigrants', 'united', 'states'] GX260-12-4037882.txt
['761', 'describe', 'problems', 'faced', 'hmong', 'immigrants', 'united', 'states'] GX262-83-13710433.txt
['761', 'describe', 'problems', 'faced', 'hmong', 'immigrants', 'united', 'states'] GX197-93-8718470.txt
['761', 'describe', 'problems', 'faced', 'hmong', 'immigrants', 'united', 'states'] GX250-42-11945609.txt
['761', 'describe', 'problems', 'faced', 'hmong', 'immigrants', 'united', 'states'] GX259-04-4251586.txt
['761', 'describe', 'problems', 'faced', 'hmong', 'immigrants', 'united', 'states'] GX098-63-6961215.txt
['761', 'describe', 'problems', 'faced', 'hmong', 'immigrants', 'united', 'states'] GX272-39-7998443.txt
['761', 'describe', 'problems', 'faced', 'hmong', 'immigrants', 'united', 'states'] GX028-86-14173389.txt
['761', 'describe', 'problems', 'faced', 'hmong', 'immigrants', 'united', 'states'] GX239-64-1663569.txt
['761', 'describe', 'problems', 'faced', 'hmong', 'immigrants', 'united', 'states'] GX264-81-15183454.txt
['761', 'describe', 'problems', 'faced', 'hmong', 'immigrants', 'united', 'states'] GX011-78-4480692.txt
['761', 'describe', 'problems', 'faced', 'hmong', 'immigrants', 'united', 'states'] GX268-55-9791226.txt
['761', 'describe', 'problems', 'faced', 'hmong', 'immigrants', 'united', 'states'] GX259-36-7119663.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX271-20-11354505.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX252-48-11793468.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX232-19-10890749.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX260-46-8634545.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX272-43-1501547.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX268-43-6949758.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX059-28-7601493.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX250-33-4540077.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX260-85-12381760.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX271-69-0257817.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX266-84-6974780.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX267-76-6000496.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX260-54-16069250.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX234-38-3209731.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX257-46-7819724.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX236-06-13085527.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX031-57-12632199.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX051-08-2365574.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX259-43-4145578.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX261-76-12631461.txt
['763', 'give', 'information', 'human', 'deaths', 'associated', 'hunting', 'game'] GX252-39-13365891.txt
